numenq,man,age98,country_birth,region_school,location,urban_area,sch_lev,age_jun_hs,origin_father,origin_mother,occup_father,occup_mother
102740,0,18,0,31,1,7,1,12,0,0,5,5
102741,0,16,0,24,1,7,1,11,0,0,4,3
102742,0,17,0,11,1,1,1,13,0,0,6,6
102743,1,17,0,11,1,1,1,13,0,0,5,7
102747,0,18,0,42,1,7,2,11,0,0,6,2
102749,0,17,0,91,2,7,1,12,1,0,99,99
102756,0,20,0,41,1,7,2,12,0,0,6,7
102757,0,21,0,22,1,7,1,11,0,0,6,5
102761,1,19,0,82,1,1,2,11,0,0,99,7
102764,0,20,23,54,1,7,1,11,23,23,99,99
102776,1,18,0,11,1,1,1,13,0,0,5,5
102783,1,18,0,41,2,7,1,13,0,0,2,5
102787,1,19,0,82,1,7,1,11,0,0,3,3
102788,1,21,0,11,1,1,1,11,0,0,5,5
102793,1,20,0,93,1,7,1,12,0,0,5,4
102806,0,19,0,82,1,7,2,12,0,0,6,6
102811,0,19,0,91,1,7,2,12,9,9,5,6
102813,1,18,24,42,1,7,2,11,24,24,6,6
102820,1,16,0,93,1,7,1,11,13,13,6,6
102837,1,19,0,24,1,7,1,11,0,0,99,5
102844,1,18,0,82,1,7,2,10,23,23,6,5
102864,1,17,0,42,1,7,1,12,0,0,5,6
102866,0,22,0,53,1,7,1,11,0,0,5,5
102875,1,20,0,91,1,7,1,12,1,1,4,5
102888,1,17,0,11,1,1,1,12,9,9,99,5
102889,1,18,0,82,1,2,2,12,0,0,6,5
102894,1,19,0,25,1,7,2,11,0,0,2,5
102903,0,20,0,22,2,7,2,13,0,0,6,99
102904,1,19,0,52,1,7,2,12,0,0,99,3
102929,0,18,0,31,2,7,1,11,0,0,99,99
102931,1,18,0,82,1,2,2,12,12,0,4,5
102935,1,20,0,22,1,7,2,11,1,1,4,7
102952,0,20,0,54,1,7,2,11,0,0,6,5
102961,1,22,0,43,1,7,1,11,17,17,5,7
102962,1,20,0,11,1,1,2,14,16,16,5,7
102977,1,17,0,21,2,7,1,12,0,0,6,7
102983,0,19,1,11,1,1,1,12,1,1,5,7
102987,0,20,23,41,1,7,1,12,23,23,6,5
102990,0,19,0,54,1,7,2,11,0,0,2,5
102991,0,18,0,42,1,7,1,11,0,0,6,5
103003,0,17,0,82,1,7,2,12,0,0,99,5
103006,1,19,0,73,1,7,1,12,0,9,4,5
103015,0,18,0,21,1,7,1,12,0,0,5,5
103020,1,18,0,91,2,7,2,12,9,0,99,3
103024,0,23,5,53,1,7,1,11,5,5,5,7
103029,0,16,0,93,1,3,1,13,0,0,5,5
103045,0,18,0,43,2,7,2,12,0,0,5,6
103047,0,20,0,82,1,7,2,11,0,0,6,99
103051,1,17,0,91,1,7,1,11,99,0,99,5
103053,1,20,0,21,1,7,1,12,0,0,4,4
103058,1,17,0,22,2,7,1,12,0,0,4,7
103059,0,15,0,74,1,7,1,11,0,0,2,6
103073,1,17,0,41,1,7,1,12,0,0,99,5
103078,1,18,0,11,1,1,1,12,19,19,6,5
103090,1,17,0,74,1,7,1,12,0,0,6,5
103093,1,18,0,22,2,7,1,12,0,0,6,5
103097,1,18,0,41,2,7,2,12,0,0,6,7
103100,0,20,0,11,1,1,2,14,17,17,5,5
103112,0,18,0,82,1,2,2,12,0,0,6,5
103115,1,18,0,82,1,2,2,12,0,0,4,7
103116,0,19,0,82,1,7,2,11,9,19,5,5
103119,1,19,0,91,1,7,1,11,0,0,5,5
103132,0,20,17,82,2,7,2,13,17,17,6,7
103147,0,19,0,23,1,7,2,11,0,0,99,5
103154,1,20,0,25,1,7,1,13,0,0,6,5
103161,1,21,0,54,1,7,1,11,0,0,5,5
103171,1,21,0,22,1,7,1,11,0,0,6,4
103173,1,18,0,11,1,1,1,13,0,0,5,5
103174,0,22,0,21,1,7,2,12,0,0,6,99
103183,1,19,17,82,1,2,2,12,17,17,6,7
103185,0,17,0,54,2,7,1,14,0,0,5,7
103190,0,19,24,41,1,7,2,13,24,24,6,7
103198,0,22,0,42,1,7,1,12,17,17,6,7
103204,0,20,0,42,1,7,1,12,16,16,5,7
103210,1,17,0,91,1,7,1,12,9,9,6,7
103213,1,18,0,11,1,1,1,12,0,0,5,5
103217,1,17,0,82,1,7,1,11,0,0,6,6
103221,0,18,0,42,1,7,2,12,0,0,2,5
103224,1,17,0,42,2,7,2,10,0,0,6,99
103227,1,19,0,22,2,7,2,11,0,0,4,3
103228,1,19,0,22,1,7,2,11,0,0,6,6
103229,1,17,24,11,1,1,1,11,24,24,2,7
103235,0,19,17,74,1,7,2,11,17,17,5,99
103247,0,20,0,41,1,7,2,13,0,0,1,5
103250,1,17,24,41,1,7,1,11,24,24,5,6
103252,0,19,0,91,1,7,1,12,0,0,5,6
103255,1,19,0,82,1,7,2,12,0,0,6,6
103259,1,18,0,42,1,7,2,12,1,1,6,7
103277,0,19,0,93,1,7,2,11,1,0,99,7
103284,0,17,0,31,1,7,1,11,0,0,6,6
103289,1,22,0,82,1,7,2,11,0,0,5,5
103290,0,17,0,11,1,1,1,11,1,1,5,7
103291,0,19,0,31,1,7,1,12,0,0,4,6
103293,1,21,0,82,1,7,2,13,19,0,3,3
103295,0,20,0,52,1,7,2,11,0,0,5,5
103296,0,18,0,82,1,7,2,11,0,0,2,5
103304,0,20,0,52,1,7,1,11,0,0,5,6
103306,0,22,0,82,1,7,1,11,0,0,5,5
103310,1,19,0,93,1,3,2,12,23,23,6,7
103312,0,19,24,43,1,7,2,11,24,24,6,7
103322,1,20,0,82,1,2,2,12,1,1,6,7
103340,1,17,0,11,1,1,1,12,0,1,99,99
103361,0,18,0,31,1,7,1,12,0,0,99,5
103376,1,19,0,82,1,2,2,12,0,0,3,5
103377,1,18,0,31,1,7,2,11,0,0,4,5
103381,1,20,30,11,1,7,1,11,30,30,3,7
103383,0,18,0,93,1,6,2,11,0,0,5,5
103390,0,19,0,11,1,1,2,12,0,0,5,5
103395,1,19,0,22,2,7,2,12,0,0,5,5
103402,0,20,0,93,1,3,2,13,0,0,6,7
103404,1,17,0,22,2,7,2,11,0,0,1,5
103415,1,21,0,11,1,1,1,12,17,17,5,7
103423,0,17,0,31,1,7,1,11,0,0,6,6
103426,0,21,0,74,2,7,2,12,0,0,3,5
103430,0,19,0,11,1,1,2,12,0,0,99,7
103439,1,21,0,82,1,7,2,14,1,1,6,7
103453,0,20,0,54,1,7,1,11,0,0,6,6
103454,1,17,0,91,1,7,1,12,0,0,4,7
103456,0,20,0,82,1,7,2,12,32,32,6,7
103457,0,18,4,93,1,7,2,14,1,17,6,5
103474,1,19,0,52,2,7,2,12,0,0,5,6
103475,1,20,0,53,1,7,2,12,0,0,99,5
103478,1,16,0,22,1,7,1,12,0,0,6,5
103494,1,16,0,82,1,7,1,11,19,19,2,5
103495,1,19,0,22,1,7,2,13,0,0,6,7
103506,1,20,0,54,2,7,2,12,0,0,5,6
103507,0,18,0,52,2,7,2,11,0,0,6,6
103515,1,18,0,82,1,2,2,12,0,0,2,6
103516,1,20,0,43,1,7,1,12,17,17,6,7
103520,1,21,0,31,1,7,1,12,0,0,99,7
103524,1,19,0,22,1,7,2,11,0,0,5,5
103537,1,18,0,43,1,7,2,11,23,23,5,7
103541,1,19,0,52,1,7,2,12,0,0,2,5
103544,1,20,0,11,1,1,2,12,0,17,2,7
103546,1,18,0,22,1,7,2,11,0,0,2,7
103549,1,16,0,91,1,7,1,12,0,0,2,5
103552,1,16,0,53,1,7,1,12,0,0,5,5
103557,0,17,0,22,2,7,1,11,0,0,6,6
103558,1,17,0,93,1,7,2,11,0,0,2,5
103562,1,17,0,43,1,7,2,12,0,0,6,7
103564,0,19,0,91,1,7,2,12,0,0,5,2
103565,0,18,0,11,1,1,1,12,19,19,99,5
103574,1,16,0,23,1,7,1,13,0,0,5,5
103575,0,23,0,43,1,7,2,11,1,17,6,6
103576,1,16,0,41,1,7,1,11,12,12,6,5
103578,1,18,0,42,1,7,1,11,0,0,99,7
103587,1,21,0,91,1,7,1,12,0,0,5,5
103592,1,17,0,91,1,7,2,12,0,2,4,7
103595,1,18,0,31,1,7,2,11,0,0,6,99
103606,1,18,0,31,1,7,2,12,0,0,5,6
103619,0,19,17,82,1,7,2,13,17,17,6,7
103620,1,19,0,31,1,7,1,12,23,0,6,5
103638,0,19,0,11,1,1,2,11,17,17,99,3
103641,0,21,0,25,1,7,1,12,8,0,99,99
103644,0,18,17,93,1,7,1,12,17,17,2,7
103647,0,19,0,41,1,7,1,11,0,0,5,5
103648,1,19,0,82,1,7,2,11,0,0,2,5
103653,1,16,0,31,1,5,1,12,0,0,99,6
103660,1,17,0,11,1,1,1,12,0,19,4,3
103664,0,21,0,31,1,7,2,11,0,0,3,5
103667,0,21,1,82,1,2,2,12,1,1,99,7
103673,0,18,0,31,2,7,1,11,0,0,5,7
103696,1,19,1,11,1,1,1,13,1,1,99,5
103698,0,17,0,93,1,6,2,12,0,0,2,6
103714,1,18,0,31,1,7,1,12,0,0,6,7
103722,1,21,0,21,1,7,2,13,1,0,99,5
103723,1,20,17,93,1,7,2,12,17,1,1,99
103727,1,17,0,11,1,1,1,11,0,0,4,7
103728,0,18,0,22,2,7,2,12,0,0,99,5
103731,1,17,0,31,1,4,1,12,0,0,7,5
103733,1,19,17,11,1,1,1,12,17,17,5,7
103741,1,17,0,24,1,7,1,12,0,0,4,5
103749,0,19,17,11,1,1,1,12,17,17,6,7
103754,1,16,0,11,1,1,1,11,19,19,6,5
103756,0,17,0,82,1,2,2,11,23,0,6,5
103761,0,18,21,11,1,1,1,11,0,0,5,7
103768,0,19,0,82,1,7,2,11,24,24,6,6
103775,0,17,0,11,1,1,2,11,0,0,5,5
103778,1,19,0,11,1,1,1,12,0,29,3,5
103781,1,18,0,11,1,1,1,11,19,19,6,6
103788,0,18,24,82,1,7,2,13,24,24,6,7
103792,0,18,0,41,1,7,1,14,24,24,6,7
103795,1,18,1,93,1,3,1,12,0,1,6,5
103805,1,17,0,31,1,7,1,11,1,0,6,5
103813,1,20,0,31,1,7,2,11,0,0,6,99
103817,0,18,2,93,1,7,2,11,0,2,6,99
103824,0,19,0,11,1,1,2,12,0,19,99,5
103833,1,19,0,22,1,7,2,12,0,0,6,6
103837,1,21,0,31,1,7,1,11,0,0,6,3
103840,1,19,0,82,1,7,2,11,0,0,5,99
103843,1,17,0,91,1,7,1,12,17,17,5,7
103844,1,18,23,73,1,5,1,12,23,23,6,5
103851,1,22,0,43,1,7,2,12,0,0,2,7
103855,0,21,0,82,1,7,2,11,0,0,6,4
103857,0,20,0,93,1,7,2,11,0,0,5,5
103859,0,20,0,11,1,1,2,11,0,0,6,5
103863,1,17,0,22,1,7,1,11,0,29,6,7
103869,0,20,0,43,1,7,2,13,0,0,6,1
103873,1,20,0,23,1,7,2,13,0,0,3,5
103880,1,18,0,54,2,7,2,11,0,0,5,5
103896,0,22,0,31,2,7,1,11,0,0,6,6
103901,0,20,0,22,1,7,1,12,0,0,99,5
103906,1,18,0,82,1,2,2,12,0,12,5,5
103908,1,18,0,93,1,7,1,13,1,1,6,7
103909,1,21,0,22,2,7,2,11,0,0,6,5
103919,1,21,0,53,1,7,2,12,0,0,5,5
103921,0,20,0,11,1,1,2,12,23,0,5,7
103923,0,17,0,11,1,1,1,12,30,16,5,6
103924,1,19,0,11,1,1,1,11,0,0,6,5
103928,0,21,0,43,1,7,1,12,24,24,6,99
103939,1,24,0,82,1,2,2,11,0,0,6,5
103944,0,16,0,11,1,1,1,11,0,0,6,4
103946,1,19,0,26,1,7,2,13,0,0,2,5
103947,0,19,1,82,1,7,2,12,1,1,6,7
103950,0,19,0,31,1,4,2,11,0,0,5,5
103961,1,16,0,43,1,7,1,12,19,19,3,5
103975,1,18,0,11,1,1,1,11,17,17,6,5
103977,0,18,0,11,1,1,1,11,0,0,5,5
103991,0,19,0,82,1,7,2,11,0,0,99,5
103993,0,16,0,11,1,7,1,12,23,23,99,5
103996,1,20,0,73,1,7,2,11,0,0,3,3
104001,1,17,0,11,1,1,1,12,31,0,6,5
104015,1,20,0,25,1,7,2,12,1,1,6,6
104019,1,19,0,31,1,4,2,11,0,0,3,5
104021,1,17,0,91,1,7,1,13,0,0,5,3
104022,1,19,0,24,1,7,2,11,0,0,5,5
104027,1,21,0,82,1,7,1,11,1,1,6,7
104028,1,18,0,41,1,7,2,11,9,9,6,7
104029,1,18,0,23,1,7,1,11,0,0,6,5
104037,1,17,0,22,2,7,1,11,0,0,6,99
104038,1,21,0,31,1,7,1,12,0,0,5,7
104040,0,19,0,82,1,7,2,12,0,0,6,6
104042,1,18,0,72,2,7,1,11,0,0,5,7
104046,1,18,0,82,2,7,2,12,24,24,6,7
104054,1,19,0,53,1,7,2,11,0,0,5,7
104055,0,20,0,31,1,7,1,11,0,0,6,5
104056,0,20,0,93,1,3,2,11,23,12,6,7
104068,1,21,0,82,2,7,2,11,0,0,3,5
104081,0,18,0,82,1,2,2,13,0,0,6,6
104083,0,20,0,82,1,2,1,11,0,0,5,5
104098,1,20,0,43,1,7,1,12,0,0,6,5
104100,0,19,0,82,1,7,2,12,12,0,6,6
104101,1,17,0,73,1,7,1,12,0,0,5,5
104106,0,19,0,82,1,7,2,12,0,0,6,5
104107,1,18,17,91,1,7,1,14,17,17,99,7
104111,1,21,0,21,1,7,2,12,0,1,5,5
104124,1,17,0,82,1,7,1,12,24,24,6,7
104131,1,19,0,31,1,4,2,12,0,0,5,5
104138,0,17,30,11,1,1,1,11,30,30,5,99
104139,0,21,0,52,2,7,2,11,0,0,5,7
104143,1,18,0,82,2,7,2,13,24,24,6,6
104152,1,17,0,73,1,5,1,12,0,0,5,5
104153,0,18,0,42,1,7,2,11,0,0,6,5
104157,1,17,0,72,1,7,2,11,0,0,5,5
104166,1,18,0,21,1,7,2,12,0,0,5,6
104178,1,19,0,23,1,7,2,12,0,0,4,5
104181,1,22,0,11,1,1,1,11,0,0,3,3
104186,1,21,0,91,1,7,1,13,0,0,99,5
104190,0,20,0,21,1,7,1,11,0,0,4,3
104196,0,18,0,11,1,1,1,12,19,0,6,5
104202,1,17,0,93,1,3,1,13,23,23,99,5
104206,0,20,0,41,1,7,2,12,0,0,2,6
104209,1,17,0,42,1,7,1,12,17,17,5,7
104215,0,17,0,11,1,1,1,11,0,0,2,5
104228,1,18,24,23,1,7,1,13,24,24,2,7
104229,0,20,0,31,1,7,1,11,0,0,6,4
104234,1,18,0,82,1,2,1,9,0,0,99,5
104237,1,17,0,82,1,7,2,11,0,0,6,4
104239,1,19,0,24,1,7,1,13,1,0,5,7
104242,0,19,0,91,1,7,1,11,0,0,5,3
104254,0,18,10,93,1,6,2,12,0,33,5,7
104259,1,19,15,11,1,1,1,12,0,15,4,99
104260,0,20,0,11,1,1,1,13,0,0,6,5
104261,1,20,0,42,1,7,1,11,17,17,7,6
104266,1,18,0,93,1,3,2,12,23,23,5,5
104268,1,17,0,22,2,7,1,11,0,0,5,5
104269,0,16,0,91,1,7,1,11,0,0,6,5
104276,0,20,0,83,1,7,2,11,0,0,5,5
104280,1,18,0,31,1,4,2,12,30,30,6,6
104281,1,16,0,31,1,7,1,11,0,0,6,7
104282,0,18,0,82,1,2,2,11,0,0,5,5
104296,1,18,0,74,2,7,2,11,0,0,2,5
104299,0,18,0,26,2,7,2,11,0,0,99,6
104305,1,19,0,11,1,1,1,11,0,0,6,5
104306,0,20,0,74,1,7,2,11,0,0,99,5
104311,1,18,0,93,1,3,2,11,1,1,6,5
104320,1,19,0,52,1,7,1,11,0,0,2,99
104325,1,18,1,26,1,7,1,12,1,1,6,7
104327,1,21,0,73,1,7,1,11,0,17,5,7
104341,0,21,0,91,1,7,2,11,0,0,99,5
104342,0,18,0,82,1,7,2,13,19,33,2,6
104345,1,16,0,91,1,7,1,11,1,1,6,7
104349,1,18,0,11,1,1,1,12,17,17,5,7
104350,0,19,0,82,2,7,1,11,0,0,6,7
104355,1,17,0,11,1,1,1,11,0,25,5,5
104369,0,18,0,24,1,7,1,12,0,0,6,6
104373,0,18,0,41,1,7,2,12,0,18,5,5
104387,0,19,0,82,1,2,2,12,99,0,5,7
104394,0,19,24,82,1,2,1,13,24,24,6,7
104400,0,19,0,52,1,7,2,12,0,0,5,99
104404,0,17,0,43,2,7,1,11,0,0,6,7
104405,1,18,0,11,1,1,1,13,21,21,99,99
104408,0,19,0,31,1,7,2,13,0,0,6,6
104411,1,19,1,82,1,2,1,11,1,0,6,6
104419,0,18,0,41,1,7,1,12,0,12,6,5
104423,1,18,0,41,1,7,2,12,0,0,5,6
104436,0,18,0,21,1,7,2,12,0,0,6,3
104447,0,20,0,43,2,7,2,11,0,0,1,99
104448,1,21,0,53,2,7,2,11,0,0,2,2
104449,0,18,0,26,1,7,1,12,0,0,6,5
104458,1,19,0,22,1,7,2,12,0,0,6,6
104464,0,19,0,93,1,3,1,12,1,1,2,7
104465,1,18,0,93,1,6,2,11,26,23,6,6
104471,0,23,0,91,99,99,2,11,0,0,5,7
104472,1,19,17,42,1,7,1,13,17,17,6,7
104475,0,16,0,43,2,7,1,12,0,0,99,5
104477,0,19,0,41,1,7,2,12,0,0,6,6
104484,1,19,0,23,1,7,1,13,13,0,6,7
104486,1,20,17,11,1,1,1,11,17,17,5,7
104488,1,20,0,53,1,7,2,11,0,0,5,5
104492,0,18,0,42,1,7,1,11,19,19,6,6
104496,1,18,0,22,1,7,1,11,0,0,5,5
104503,1,19,0,93,1,3,1,12,1,1,5,5
104506,1,19,0,82,1,2,2,12,0,0,3,99
104512,0,22,0,82,1,7,1,11,1,1,6,7
104522,1,20,0,11,1,1,2,12,0,0,99,5
104523,0,19,0,93,1,7,1,12,13,13,5,7
104537,0,19,0,91,1,7,2,11,0,0,6,6
104539,1,17,0,25,1,7,1,11,0,0,6,5
104547,1,19,0,31,1,7,2,12,0,0,6,6
104570,0,20,0,82,1,2,2,12,1,1,4,7
104586,1,19,0,11,1,1,2,11,0,0,4,6
104591,0,21,0,82,1,7,1,14,1,1,7,6
104595,0,19,0,22,2,7,1,12,0,0,6,6
104599,1,18,0,41,1,7,1,12,0,0,99,7
104605,1,21,0,93,1,3,1,12,0,99,5,6
104613,0,20,0,72,2,7,2,11,0,0,3,6
104623,1,19,0,41,1,7,1,11,0,2,6,5
104627,1,17,0,72,1,7,1,11,0,0,5,5
104629,1,18,0,21,2,7,1,12,0,0,6,7
104630,0,18,0,21,1,7,2,13,1,1,99,5
104638,1,19,0,22,1,7,1,12,0,0,6,6
104646,1,17,0,91,1,7,1,12,0,0,4,7
104647,1,19,0,22,1,7,2,12,0,0,6,5
104653,0,18,0,54,1,7,1,12,0,0,99,99
104654,1,20,0,53,1,7,2,12,0,0,6,5
104661,0,20,0,31,1,4,1,11,0,0,3,99
104662,1,16,0,21,1,7,1,11,0,0,6,2
104665,0,17,24,82,1,7,2,12,24,24,99,7
104674,0,18,0,11,1,1,2,11,0,19,3,4
104675,1,18,0,31,1,7,2,12,0,0,6,5
104679,1,16,0,82,1,7,1,12,12,19,6,5
104686,0,16,0,82,1,7,1,11,0,0,2,99
104689,1,18,0,11,1,1,2,11,0,0,5,5
104700,0,19,0,11,1,1,2,12,0,0,3,3
104711,0,17,21,11,1,1,1,13,30,30,6,5
104713,1,17,0,22,1,7,1,11,0,0,6,5
104715,0,17,0,11,1,1,1,14,19,19,6,5
104719,0,18,0,74,1,7,1,11,0,0,6,6
104724,0,20,0,11,1,1,2,11,0,0,6,6
104725,1,16,0,43,2,7,1,12,24,24,6,7
104727,1,20,0,31,1,7,1,12,0,0,6,5
104733,0,24,0,93,1,3,1,13,23,23,99,7
104737,0,20,0,31,1,4,1,11,0,0,5,5
104741,1,21,0,52,1,7,2,11,0,0,5,5
104750,1,19,17,94,1,7,1,11,17,17,1,7
104753,0,18,0,82,2,7,2,12,0,0,4,5
104764,1,19,0,25,1,7,2,12,0,0,4,5
104771,0,19,0,82,1,7,2,12,0,0,99,6
104775,1,18,0,23,1,7,2,12,0,0,5,5
104779,0,19,0,82,1,7,2,11,0,0,6,5
104783,0,15,0,73,1,7,1,11,0,0,2,5
104786,1,20,0,74,2,7,1,12,19,19,5,99
104797,1,16,0,91,2,7,1,11,0,1,6,7
104799,1,16,0,73,2,7,1,11,0,0,2,5
104808,0,20,0,93,1,7,1,12,0,17,2,5
104810,1,18,0,42,1,7,2,12,0,0,6,6
104814,1,20,0,82,2,7,2,11,0,0,99,7
104824,1,20,0,82,1,7,2,11,0,0,4,3
104839,1,15,0,91,2,7,1,13,0,0,2,5
104840,1,18,0,25,1,7,2,11,0,0,6,5
104841,0,17,0,91,1,7,2,11,0,0,6,5
104850,1,19,0,91,1,7,2,12,0,0,2,5
104865,0,18,0,74,1,7,2,12,0,0,5,5
104889,1,17,0,53,1,7,1,12,0,0,99,5
104895,1,19,0,72,1,5,1,11,0,0,3,7
104902,1,19,0,74,1,7,2,12,0,0,5,5
104903,0,18,0,82,1,2,2,12,0,0,5,7
104905,1,19,0,82,1,7,2,12,0,0,2,4
104908,0,16,0,73,1,7,1,11,0,0,2,5
104909,0,22,0,93,1,3,1,11,1,1,5,5
104911,1,18,0,11,1,1,1,11,0,0,4,5
104916,0,19,0,52,1,7,2,12,0,0,4,5
104929,1,17,0,23,1,7,1,11,0,0,3,99
104934,1,19,0,74,2,7,2,11,0,0,99,1
104935,0,19,0,54,2,7,2,12,0,0,6,5
104943,1,17,0,74,1,7,1,14,0,0,99,5
104945,1,19,0,53,2,7,2,11,0,0,2,5
104961,0,20,0,53,2,7,1,11,0,0,1,99
104973,0,20,0,91,2,7,1,12,0,0,1,7
104982,0,18,0,25,1,7,2,12,0,0,6,5
104983,1,19,0,91,2,7,1,11,0,0,6,5
104986,1,17,17,83,2,7,1,11,1,1,6,7
104987,0,18,0,52,1,7,2,12,0,0,6,5
104989,1,19,0,82,2,7,2,12,0,0,5,5
104991,1,17,0,93,2,7,1,12,0,0,2,2
104996,1,18,0,82,1,7,2,13,0,0,5,5
104998,1,17,0,93,1,3,1,12,0,0,6,5
105003,0,19,0,53,1,7,2,11,0,0,6,5
105004,0,22,0,53,2,7,1,11,0,0,1,1
105007,1,21,0,53,1,7,2,11,4,0,5,5
105013,0,19,0,25,1,7,2,11,0,0,3,5
105019,1,18,0,82,1,2,2,11,0,0,6,5
105020,0,19,0,54,2,7,1,12,0,0,6,5
105021,1,19,0,25,1,7,1,12,17,17,5,7
105026,0,21,0,23,1,7,2,12,0,0,5,6
105040,1,18,0,25,2,7,2,12,0,0,6,6
105045,1,18,0,82,2,7,2,12,19,19,2,2
105052,1,16,0,82,2,7,1,11,0,0,6,99
105061,1,20,0,25,1,7,2,12,0,0,5,5
105062,0,19,0,54,2,7,2,11,0,0,3,3
105064,1,20,0,52,2,7,2,12,0,0,6,3
105067,0,21,0,25,2,7,2,13,0,0,1,1
105069,0,20,0,82,1,2,2,12,0,0,6,5
105083,1,19,0,25,1,7,1,11,0,0,6,5
105084,1,20,0,25,1,7,2,12,1,1,6,7
105085,1,21,0,26,2,7,2,13,0,0,6,5
105088,1,19,0,25,2,7,2,13,0,0,5,5
105100,0,20,0,83,1,7,2,12,19,19,6,6
105112,0,18,0,74,1,7,2,11,0,0,5,7
105115,0,20,0,25,2,7,2,12,0,0,1,1
105118,1,18,0,82,2,7,2,11,0,0,6,5
105120,1,23,0,73,2,7,2,12,0,0,3,3
105124,1,19,0,82,1,7,2,12,0,0,5,7
105132,0,19,0,73,1,7,2,11,0,0,6,6
105142,1,18,0,82,1,7,2,11,0,0,2,5
105146,0,19,0,82,1,2,2,11,0,0,1,5
105151,0,18,0,82,2,7,1,11,0,0,1,5
105156,1,19,0,52,1,7,2,11,0,0,1,6
105157,0,18,0,24,2,7,1,12,0,0,1,99
105165,1,19,0,82,1,7,2,11,0,0,2,5
105169,1,20,0,31,1,7,1,11,0,0,5,5
105174,1,23,0,82,2,7,2,11,0,0,6,4
105178,1,18,0,24,1,7,1,12,0,0,5,5
105179,0,18,0,93,2,7,1,12,0,0,5,5
105182,0,18,0,73,1,5,2,13,0,0,5,6
105189,0,20,0,24,1,7,1,11,0,0,6,5
105195,0,19,0,74,2,7,2,12,0,0,6,1
105197,0,20,0,43,2,7,2,11,0,0,1,6
105198,1,18,0,82,1,7,2,11,0,0,5,5
105199,1,18,0,82,1,7,2,12,0,0,5,5
105204,1,18,0,93,2,7,1,12,0,0,2,5
105208,1,18,0,82,1,7,2,12,0,0,4,6
105209,0,18,0,91,2,7,1,11,0,0,5,6
105213,0,19,0,93,2,7,1,11,9,0,5,5
105216,1,18,0,82,2,7,2,13,0,0,99,5
105219,1,20,0,43,1,7,2,12,0,0,5,5
105221,0,20,0,53,2,7,2,12,0,0,99,1
105226,0,16,0,72,1,7,1,11,0,0,5,5
105228,0,20,0,24,1,7,2,11,17,0,5,5
105244,1,19,0,93,1,3,2,11,0,0,5,5
105245,1,20,0,82,1,2,2,12,0,0,3,3
105252,1,19,0,83,99,99,2,11,0,0,5,99
105254,1,17,0,82,1,7,1,12,0,0,6,99
105259,0,18,0,26,2,7,2,12,0,19,6,5
105260,0,16,0,93,1,3,1,12,0,0,5,5
105263,1,17,0,82,1,2,2,11,1,23,6,6
105264,0,18,0,53,2,7,1,12,0,0,5,5
105282,0,21,0,82,2,7,2,11,0,0,6,7
105283,0,19,0,52,2,7,1,11,0,0,2,6
105287,1,20,0,74,1,7,2,12,0,0,1,7
105289,1,20,0,25,2,7,2,11,0,0,3,5
105303,1,18,0,72,1,7,2,12,0,0,1,99
105305,1,18,0,74,1,7,2,11,0,0,2,5
105310,0,18,0,94,2,7,1,12,23,0,99,5
105311,0,20,0,23,1,7,2,12,0,0,5,6
105312,1,18,0,11,1,1,1,13,0,0,7,6
105320,1,20,0,72,1,7,2,12,0,0,1,1
105324,1,18,9,72,99,99,2,11,9,9,2,7
105329,1,19,0,82,1,7,2,12,0,0,6,6
105343,1,20,0,82,2,7,2,11,0,0,5,5
105354,0,18,0,82,2,7,2,13,0,0,6,5
105359,0,19,0,25,1,7,2,13,0,0,6,99
105369,0,19,1,93,1,3,1,11,1,1,6,7
105371,0,16,0,91,2,7,1,12,25,0,6,6
105392,1,20,0,72,1,7,1,12,21,21,99,5
105406,1,21,0,73,2,7,2,12,1,0,6,6
105407,0,18,0,83,1,7,2,11,0,0,99,5
105416,0,18,0,43,1,7,1,13,0,0,6,7
105417,0,18,0,91,1,7,2,12,0,0,5,5
105424,0,19,0,72,1,7,2,12,0,0,5,5
105430,0,20,0,72,2,7,1,12,0,0,6,5
105431,0,19,0,91,2,7,2,12,12,1,2,5
105436,1,17,0,82,1,2,2,11,0,0,5,5
105439,1,19,0,72,1,7,1,11,0,0,5,5
105448,1,16,0,91,2,7,1,11,0,0,99,99
105452,1,18,0,82,1,2,2,12,17,17,5,7
105455,0,16,0,91,1,7,1,12,0,0,4,5
105459,0,19,0,26,1,7,1,12,17,17,6,7
105462,1,16,0,91,1,7,1,11,0,0,5,5
105466,1,18,0,93,1,3,2,12,0,9,5,5
105474,1,16,0,91,1,7,1,12,1,17,1,5
105476,0,19,0,74,1,7,2,11,19,19,6,5
105477,1,18,2,93,1,7,2,11,0,0,5,5
105478,1,19,0,26,1,7,1,13,0,0,6,4
105483,0,19,0,82,1,7,2,11,1,1,6,7
105487,0,18,0,53,1,7,1,12,0,0,2,2
105488,1,15,0,11,1,1,1,12,17,17,99,5
105495,1,16,0,93,1,3,1,11,0,0,5,5
105496,1,19,0,41,2,7,2,12,0,0,6,99
105502,0,19,0,91,2,7,1,11,0,0,2,2
105505,1,20,17,42,1,7,1,11,17,17,6,5
105506,1,18,0,74,1,7,2,12,0,0,3,5
105509,0,20,0,21,2,7,2,11,0,0,99,99
105515,0,18,0,54,1,7,2,11,0,0,6,5
105520,1,20,0,91,1,7,1,12,0,0,6,99
